Time,Timestamp(ns since boot),CPU0 Temp,CPU1 Temp,CPU2 Temp,CPU3 Temp,GPU Temp,PopMem Temp,CPU0 Freq,CPU1 Freq,CPU2 Freq,CPU3 Freq,CPU %user,CPU %system,CPU %irqs,CPU %steal,CPU %idle,MemTotal kB,MemFree kB,MemSnapcam kB
01-01 00:01:57,114626833705,43,43,44,51,40,39,2649600,2649600,2649600,2649600,15.40,16.52,0.22,0.00,67.86,1971144,1478864,38868
01-01 00:01:58,115767097871,45,51,43,45,40,39,2649600,2649600,2649600,2649600,16.96,17.39,0.00,0.00,65.65,1971144,1478528,38900
01-01 00:01:59,116900853027,45,51,43,43,40,39,2649600,2649600,2649600,2649600,16.59,14.06,0.00,0.00,69.35,1971144,1478560,38808
01-01 00:02:01,118034316828,49,45,43,43,40,39,2649600,2649600,2649600,2649600,14.96,16.07,0.45,0.00,68.53,1971144,1479052,38776
01-01 00:02:02,119175849953,43,44,44,51,40,39,2649600,2649600,2649600,2649600,20.08,17.42,0.20,0.00,62.30,1971144,1479152,38884
01-01 00:02:03,120313035734,44,43,44,52,40,39,2649600,2649600,2649600,2649600,17.50,14.09,0.00,0.00,68.41,1971144,1478732,38592
01-01 00:02:04,121449557817,44,46,50,46,40,39,2649600,2649600,2649600,2649600,15.18,16.96,0.22,0.00,67.63,1971144,1478876,38808
01-01 00:02:05,122589308962,45,50,44,43,40,39,2649600,2649600,2649600,2649600,18.97,14.66,0.00,0.00,66.38,1971144,1478412,38840
01-01 00:02:06,123722322086,44,43,50,49,41,39,2649600,2649600,2649600,2649600,16.17,15.26,0.00,0.00,68.56,1971144,1478716,38732
01-01 00:02:07,124855058180,44,44,51,46,41,40,2649600,2649600,2649600,2649600,15.54,16.44,0.00,0.00,68.02,1971144,1478776,38776
01-01 00:02:09,125992183492,45,51,43,44,41,40,2649600,2649600,2649600,2649600,20.00,15.74,0.21,0.00,64.04,1971144,1479192,38732
01-01 00:02:10,127128000627,50,45,44,44,41,40,2649600,2649600,2649600,2649600,16.37,13.90,0.00,0.00,69.73,1971144,1479044,38852
01-01 00:02:11,128259663908,46,46,44,51,41,40,2649600,2649600,2649600,2649600,17.04,14.38,0.22,0.00,68.36,1971144,1478684,38620
01-01 00:02:12,129394670366,44,46,50,45,41,40,2649600,2649600,2649600,2649600,17.36,15.60,0.00,0.00,67.03,1971144,1478664,38744
01-01 00:02:13,130530051407,45,45,45,51,41,40,2649600,2649600,2649600,2649600,16.17,14.35,0.23,0.00,69.25,1971144,1478420,38736
01-01 00:02:14,131663412917,45,46,46,52,41,40,2649600,2649600,2649600,2649600,16.51,14.68,0.00,0.00,68.81,1971144,1478292,38784
01-01 00:02:15,132798006458,51,46,44,44,41,40,2649600,2649600,2649600,2649600,17.52,17.52,0.21,0.00,64.74,1971144,1478704,38824
01-01 00:02:16,133930487864,46,45,51,45,41,40,2649600,2649600,2649600,2649600,19.87,14.19,0.00,0.00,65.94,1971144,1478548,38776
01-01 00:02:18,135064647291,45,47,51,47,41,40,2649600,2649600,2649600,2649600,15.67,15.21,0.00,0.00,69.12,1971144,1478416,38908
01-01 00:02:19,136197989113,46,46,51,46,41,40,2649600,2649600,2649600,2649600,18.02,15.60,0.22,0.00,66.15,1971144,1478864,38564
01-01 00:02:20,137332894373,45,45,52,46,41,40,2649600,2649600,2649600,2649600,19.27,11.70,0.00,0.00,69.04,1971144,1478624,38852
01-01 00:02:21,138465643800,49,47,47,46,41,40,2649600,2649600,2649600,2649600,17.31,12.76,0.00,0.00,69.93,1971144,1479176,38912
01-01 00:02:22,139602804945,45,45,45,53,41,40,2649600,2649600,2649600,2649600,15.91,18.71,0.00,0.00,65.38,1971144,1478756,38740
01-01 00:02:23,140741642445,50,46,44,46,41,40,2649600,2649600,2649600,2649600,18.91,16.18,0.42,0.00,64.50,1971144,1478196,38760
01-01 00:02:24,141869982132,46,44,51,48,41,40,2649600,2649600,2649600,2649600,17.38,13.09,0.45,0.00,69.07,1971144,1478644,38752
01-01 00:02:26,143006201402,45,44,52,46,42,40,2649600,2649600,2649600,2649600,15.40,18.22,0.43,0.00,65.94,1971144,1478932,38760
01-01 00:02:27,144145447547,45,46,46,53,41,40,2649600,2649600,2649600,2649600,18.00,13.21,0.23,0.00,68.56,1971144,1477796,38980
01-01 00:02:28,145280703641,47,52,47,46,42,41,2649600,2649600,2649600,2649600,17.40,12.76,0.00,0.00,69.84,1971144,1478864,38728
01-01 00:02:29,146418068484,49,53,44,45,42,41,2649600,2649600,2649600,2649600,15.11,17.78,0.00,0.00,67.11,1971144,1478688,38904
01-01 00:02:30,147558544734,45,45,45,53,41,40,2649600,2649600,2649600,2649600,20.13,15.51,0.42,0.00,63.94,1971144,1478072,38984
01-01 00:02:31,148693079629,45,45,45,53,41,40,2649600,2649600,2649600,2649600,20.00,11.59,0.00,0.00,68.41,1971144,1478904,38736
01-01 00:02:32,149822381660,45,45,46,53,41,41,2649600,2649600,2649600,2649600,16.45,16.01,0.22,0.00,67.32,1971144,1479220,38952
01-01 00:02:34,150965343014,50,45,45,47,42,41,2649600,2649600,2649600,2649600,16.11,16.56,0.22,0.00,67.11,1971144,1479108,38896
01-01 00:02:35,152096000044,48,50,44,45,42,41,2649600,2649600,2649600,2649600,14.44,15.78,0.00,0.00,69.78,1971144,1478684,38704
01-01 00:02:36,153230488742,46,47,52,46,42,41,2649600,2649600,2649600,2649600,14.83,16.18,0.22,0.00,68.76,1971144,1478424,38964
01-01 00:02:37,154364641554,47,53,45,45,42,41,2649600,2649600,2649600,2649600,18.39,19.01,0.21,0.00,62.40,1971144,1478472,38764
01-01 00:02:38,155510928429,46,45,46,53,42,41,2649600,2649600,2649600,2649600,17.19,13.17,0.22,0.00,69.42,1971144,1478252,38880
01-01 00:02:39,156643539939,47,53,45,47,42,41,2649600,2649600,2649600,2649600,16.48,15.35,0.00,0.00,68.17,1971144,1478044,38928
01-01 00:02:40,157779565824,47,53,44,46,42,41,2649600,2649600,2649600,2649600,19.48,14.72,0.00,0.00,65.80,1971144,1477824,39052
01-01 00:02:41,158912088688,49,53,44,45,42,41,2649600,2649600,2649600,2649600,19.32,12.05,0.00,0.00,68.64,1971144,1478976,38632
01-01 00:02:43,160045419521,46,45,49,53,42,41,2649600,2649600,2649600,2649600,16.29,15.61,0.00,0.00,68.10,1971144,1479124,38868
01-01 00:02:44,161177889416,46,46,47,54,42,41,2649600,2649600,2649600,2649600,15.42,18.28,0.22,0.00,66.08,1971144,1478804,38748
01-01 00:02:45,162316513530,46,47,53,47,43,41,2649600,2649600,2649600,2649600,21.01,12.69,0.00,0.00,66.30,1971144,1478608,38760
01-01 00:02:46,163446878321,48,47,45,52,42,42,2649600,2649600,2649600,2649600,18.58,11.93,0.00,0.00,69.50,1971144,1478444,38956
01-01 00:02:47,164582069623,46,46,48,56,42,41,2649600,2649600,2649600,2649600,16.30,16.96,0.00,0.00,66.74,1971144,1478176,38864
01-01 00:02:48,165714265143,52,48,46,46,43,42,2649600,2649600,2649600,2649600,16.78,14.06,0.00,0.00,69.16,1971144,1478592,38864
01-01 00:02:49,166847141705,47,48,53,47,43,42,2649600,2649600,2649600,2649600,17.73,13.18,0.00,0.00,69.09,1971144,1478544,38988
01-01 00:02:51,167989067174,53,48,45,45,43,42,2649600,2649600,2649600,2649600,17.88,14.13,0.00,0.00,67.99,1971144,1479064,39124
01-01 00:02:52,169131225663,53,47,47,46,43,42,2649600,2649600,2649600,2649600,19.67,16.36,0.41,0.00,63.56,1971144,1478436,38744
01-01 00:02:53,170264123475,53,49,46,46,43,42,2649600,2649600,2649600,2649600,16.06,14.25,0.00,0.00,69.68,1971144,1478296,38660
01-01 00:02:54,171401650610,47,53,47,47,43,42,2649600,2649600,2649600,2649600,15.12,15.35,0.23,0.00,69.30,1971144,1479004,38580
01-01 00:02:55,172535710974,46,46,47,54,43,42,2649600,2649600,2649600,2649600,19.57,14.35,0.65,0.00,65.43,1971144,1478592,38764
01-01 00:02:56,173689793995,53,49,46,46,43,42,2649600,2649600,2649600,2649600,16.52,13.84,0.00,0.00,69.64,1971144,1479576,38724
01-01 00:02:57,174827877536,52,50,46,46,43,42,2649600,2649600,2649600,2649600,14.85,17.90,0.22,0.00,67.03,1971144,1479340,38692
01-01 00:02:58,175961908525,52,49,47,49,43,42,2649600,2649600,2649600,2649600,17.66,19.71,0.21,0.00,62.42,1971144,1478764,38816
01-01 00:03:00,177103259410,55,48,47,55,43,42,2649600,2649600,2649600,2649600,18.57,16.55,0.45,0.00,64.43,1971144,1478876,39184
01-01 00:03:01,178236430451,46,47,47,55,43,42,2649600,2649600,2649600,2649600,18.82,13.15,0.00,0.00,68.03,1971144,1478668,38764
01-01 00:03:02,179372018367,46,47,47,54,43,42,2649600,2649600,2649600,2649600,16.88,16.88,0.00,0.00,66.23,1971144,1479016,38848
01-01 00:03:03,180509380190,46,47,47,55,43,42,2649600,2649600,2649600,2649600,17.39,13.96,0.00,0.00,68.65,1971144,1478744,38704
01-01 00:03:04,181643856752,53,48,46,47,43,42,2649600,2649600,2649600,2649600,17.87,13.35,0.00,0.00,68.78,1971144,1478472,38928
01-01 00:03:05,182778073522,53,51,47,47,43,43,2649600,2649600,2649600,2649600,15.62,18.87,0.22,0.00,65.29,1971144,1478744,38940
01-01 00:03:06,183911622220,48,54,46,46,44,43,2649600,2649600,2649600,2649600,17.82,14.48,0.00,0.00,67.71,1971144,1478600,38760
01-01 00:03:08,185041442324,51,47,53,48,44,43,2649600,2649600,2649600,2649600,17.42,13.57,0.23,0.00,68.78,1971144,1478496,38984
01-01 00:03:09,186176498052,53,48,46,46,44,43,2649600,2649600,2649600,2649600,18.24,15.67,0.21,0.00,65.88,1971144,1478752,38824
01-01 00:03:10,187311002114,48,47,54,48,44,43,2649600,2649600,2649600,2649600,20.36,12.30,0.00,0.00,67.34,1971144,1478692,38924
01-01 00:03:11,188445558885,53,48,47,48,44,43,2649600,2649600,2649600,2649600,18.18,13.64,0.00,0.00,68.18,1971144,1479204,38716
01-01 00:03:12,189581717947,53,48,47,48,44,43,2649600,2649600,2649600,2649600,16.59,15.02,0.00,0.00,68.39,1971144,1478472,38708
01-01 00:03:13,190712722426,47,48,48,55,43,43,2649600,2649600,2649600,2649600,18.28,16.34,0.22,0.00,65.16,1971144,1478708,38676
01-01 00:03:14,191848484561,53,49,47,48,44,43,2649600,2649600,2649600,2649600,16.29,13.80,0.00,0.00,69.91,1971144,1478516,38860
01-01 00:03:16,192977238987,48,48,54,48,44,43,2649600,2649600,2649600,2649600,17.67,14.99,0.00,0.00,67.34,1971144,1478684,38776
01-01 00:03:17,194112350601,48,47,54,52,44,43,2649600,2649600,2649600,2649600,19.47,14.60,0.00,0.00,65.93,1971144,1478240,38744
01-01 00:03:18,195247574611,53,50,49,48,44,43,2649600,2649600,2649600,2649600,16.78,13.38,0.23,0.00,69.61,1971144,1478884,39148
01-01 00:03:19,196379184559,47,48,48,55,44,43,2649600,2649600,2649600,2649600,17.24,14.02,0.00,0.00,68.74,1971144,1478484,38788
01-01 00:03:20,197512006746,53,48,48,47,44,43,2649600,2649600,2649600,2649600,18.99,17.09,0.00,0.00,63.92,1971144,1478144,38828
01-01 00:03:21,198640794402,53,49,48,47,44,43,2649600,2649600,2649600,2649600,17.52,15.08,0.22,0.00,67.18,1971144,1478328,38780
01-01 00:03:22,199772805339,54,48,47,48,44,43,2649600,2649600,2649600,2649600,16.70,13.73,0.00,0.00,69.57,1971144,1478216,38604
01-01 00:03:23,200906780495,49,55,47,48,44,43,2649600,2649600,2649600,2649600,17.61,16.09,0.22,0.00,66.09,1971144,1478348,38748
01-01 00:03:25,202039663515,49,47,47,53,44,43,2649600,2649600,2649600,2649600,17.26,11.88,0.00,0.00,70.85,1971144,1478240,38644
01-01 00:03:26,203171563046,50,47,48,55,44,43,2649600,2649600,2649600,2649600,17.81,12.79,0.23,0.00,69.18,1971144,1478260,38832
01-01 00:03:27,204304307004,51,49,54,49,44,43,2649600,2649600,2649600,2649600,16.08,17.18,0.22,0.00,66.52,1971144,1478472,38736
01-01 00:03:28,205447384139,50,55,47,48,44,43,2649600,2649600,2649600,2649600,21.12,13.15,0.00,0.00,65.73,1971144,1478180,38880
01-01 00:03:29,206581398409,47,47,48,56,44,43,2649600,2649600,2649600,2649600,16.10,13.61,0.00,0.00,70.29,1971144,1478572,38956
01-01 00:03:30,207718305857,54,48,47,47,44,43,2649600,2649600,2649600,2649600,14.32,15.21,0.45,0.00,70.02,1971144,1478424,38756
01-01 00:03:31,208851699919,49,56,47,48,44,44,2649600,2649600,2649600,2649600,19.83,15.09,0.22,0.00,64.87,1971144,1478600,38764
01-01 00:03:33,209988581012,50,56,47,48,44,44,2649600,2649600,2649600,2649600,16.48,14.42,0.00,0.00,69.11,1971144,1478072,38808
01-01 00:03:34,211122167001,50,56,47,48,44,44,2649600,2649600,2649600,2649600,18.04,13.01,0.00,0.00,68.95,1971144,1478156,38652
01-01 00:03:35,212252252574,54,49,47,47,45,44,2649600,2649600,2649600,2649600,15.43,16.30,0.43,0.00,67.83,1971144,1478384,38796
01-01 00:03:36,213378802990,50,56,47,48,45,44,2649600,2649600,2649600,2649600,16.74,14.93,0.00,0.00,68.33,1971144,1478592,38800
01-01 00:03:37,214510889864,54,49,47,48,45,44,2649600,2649600,2649600,2649600,15.77,14.86,0.00,0.00,69.37,1971144,1478816,38796
01-01 00:03:38,215646466583,49,55,47,50,44,44,2649600,2649600,2649600,2649600,18.39,17.55,0.21,0.00,63.85,1971144,1478880,38708
01-01 00:03:39,216787763822,54,48,47,48,45,44,2649600,2649600,2649600,2649600,15.74,13.97,0.22,0.00,70.07,1971144,1478896,38600
01-01 00:03:40,217923189603,49,48,49,56,44,44,2649600,2649600,2649600,2649600,18.72,12.56,0.22,0.00,68.50,1971144,1478412,38964
01-01 00:03:42,219058832519,48,47,51,56,44,43,2649600,2649600,2649600,2649600,17.26,15.47,0.00,0.00,67.26,1971144,1478804,38768
01-01 00:03:43,220192435487,49,48,48,56,44,44,2649600,2649600,2649600,2649600,18.84,18.43,0.00,0.00,62.73,1971144,1478812,38768
01-01 00:03:44,221329875226,51,48,55,50,45,44,2649600,2649600,2649600,2649600,18.54,11.67,0.00,0.00,69.79,1971144,1479036,38828
01-01 00:03:45,222464286893,48,47,49,57,45,44,2649600,2649600,2649600,2649600,17.90,14.09,0.45,0.00,67.56,1971144,1478700,38832
01-01 00:03:46,223602670746,49,48,49,56,45,44,2649600,2649600,2649600,2649600,18.81,14.16,0.00,0.00,67.04,1971144,1478340,38812
01-01 00:03:47,224743654704,48,48,48,56,45,44,2649600,2649600,2649600,2649600,18.83,11.66,0.00,0.00,69.51,1971144,1479216,38840
01-01 00:03:48,225874885745,48,49,48,56,45,44,2649600,2649600,2649600,2649600,16.82,13.82,0.00,0.00,69.35,1971144,1478708,38856
01-01 00:03:50,227007370328,50,50,48,54,45,44,2649600,2649600,2649600,2649600,19.44,14.47,0.22,0.00,65.87,1971144,1479148,38788
01-01 00:03:51,228146893401,49,48,49,57,45,44,2649600,2649600,2649600,2649600,18.34,15.28,0.44,0.00,65.94,1971144,1478736,38624
01-01 00:03:52,229284294546,49,48,56,49,45,44,2649600,2649600,2649600,2649600,18.47,13.06,0.45,0.00,68.02,1971144,1478864,38740
01-01 00:03:53,230418562046,49,48,56,49,46,44,2649600,2649600,2649600,2649600,14.41,19.00,0.44,0.00,66.16,1971144,1479136,38544
01-01 00:03:54,231555413504,49,48,56,49,46,44,2649600,2649600,2649600,2649600,18.20,13.26,0.22,0.00,68.31,1971144,1478824,38760
