Time,Timestamp(ns since boot),CPU0 Temp,CPU1 Temp,CPU2 Temp,CPU3 Temp,GPU Temp,PopMem Temp,CPU0 Freq,CPU1 Freq,CPU2 Freq,CPU3 Freq,CPU %user,CPU %system,CPU %irqs,CPU %steal,CPU %idle,MemTotal kB,MemFree kB,MemSnapcam kB
01-01 00:00:43,40456785817,79,78,80,80,65,65,2649600,2649600,2649600,2649600,12.73,19.91,0.00,0.00,67.36,1971144,1673920,23988
01-01 00:00:44,41649929358,81,81,80,81,66,65,2649600,2649600,2649600,2649600,23.33,33.96,0.00,0.00,42.71,1971144,1566172,23992
01-01 00:00:46,42805146337,78,79,77,78,67,65,2649600,2649600,2649600,2649600,22.20,30.39,2.37,0.00,45.04,1971144,1528128,23992
01-01 00:00:47,43988243993,81,78,83,84,67,66,2649600,2649600,2649600,2649600,22.32,30.74,1.68,0.00,45.26,1971144,1496728,38756
01-01 00:00:48,45205275138,78,77,83,79,67,66,2649600,2649600,2649600,2649600,21.12,31.47,1.08,0.00,46.34,1971144,1494808,39044
01-01 00:00:49,46332072742,73,71,73,83,67,65,2649600,2649600,2649600,2649600,16.93,19.22,0.46,0.00,63.39,1971144,1497804,39084
01-01 00:00:50,47468760137,74,72,82,76,67,66,2649600,2649600,2649600,2649600,19.31,16.92,0.87,0.00,62.91,1971144,1499540,38984
01-01 00:00:51,48603103470,73,71,81,74,67,66,2649600,2649600,2649600,2649600,18.43,22.15,0.21,0.00,59.21,1971144,1501596,38968
01-01 00:00:53,49733423574,79,75,71,71,67,66,2649600,2649600,2649600,2649600,17.41,15.40,0.22,0.00,66.96,1971144,1501584,38872
01-01 00:00:54,50864139771,72,72,73,82,66,65,2649600,2649600,2649600,2649600,19.72,12.16,0.00,0.00,68.12,1971144,1502144,38816
01-01 00:00:55,52006379250,75,73,80,75,68,66,2649600,2649600,2649600,2649600,18.76,16.93,0.00,0.00,64.30,1971144,1471052,38972
01-01 00:00:56,53143052687,72,71,72,82,66,65,2649600,2649600,2649600,2649600,17.93,16.09,0.46,0.00,65.52,1971144,1470128,38688
01-01 00:00:57,54276498937,78,73,71,75,67,65,2649600,2649600,2649600,2649600,16.95,18.67,0.00,0.00,64.38,1971144,1470700,38840
01-01 00:00:58,55420367634,72,73,71,81,66,64,2649600,2649600,2649600,2649600,16.05,18.00,0.00,0.00,65.94,1971144,1470496,38964
01-01 00:00:59,56552173675,79,71,70,71,66,64,2649600,2649600,2649600,2649600,20.77,14.56,0.43,0.00,64.24,1971144,1470524,39124
01-01 00:01:00,57685567321,79,73,70,70,66,65,2649600,2649600,2649600,2649600,16.97,14.25,0.00,0.00,68.78,1971144,1470000,39072
01-01 00:01:02,58815448623,79,71,70,70,66,65,2649600,2649600,2649600,2649600,18.49,12.79,0.00,0.00,68.72,1971144,1470184,38964
01-01 00:01:03,59948029508,73,72,69,78,66,65,2649600,2649600,2649600,2649600,16.63,13.67,0.00,0.00,69.70,1971144,1470088,38928
01-01 00:01:04,61082432007,79,71,69,73,66,65,2649600,2649600,2649600,2649600,15.00,15.23,0.23,0.00,69.55,1971144,1470312,39232
01-01 00:01:05,62215434246,79,71,70,70,66,65,2649600,2649600,2649600,2649600,13.98,19.57,0.22,0.00,66.24,1971144,1470132,39008
01-01 00:01:06,63348232787,79,71,69,70,66,65,2649600,2649600,2649600,2649600,20.45,17.15,0.00,0.00,62.40,1971144,1469820,39016
01-01 00:01:07,64485916068,73,80,70,70,66,65,2649600,2649600,2649600,2649600,18.86,13.60,0.44,0.00,67.11,1971144,1469560,39012
01-01 00:01:08,65622158985,73,79,70,70,66,65,2649600,2649600,2649600,2649600,16.82,13.90,0.00,0.00,69.28,1971144,1469868,38956
01-01 00:01:10,66754049557,78,74,69,70,66,65,2649600,2649600,2649600,2649600,18.00,12.07,0.23,0.00,69.70,1971144,1469760,39028
01-01 00:01:11,67883232838,79,71,71,69,66,65,2649600,2649600,2649600,2649600,18.78,11.99,0.23,0.00,69.00,1971144,1470028,39256
01-01 00:01:12,69014191535,79,71,70,69,66,65,2649600,2649600,2649600,2649600,18.02,16.04,0.00,0.00,65.93,1971144,1470052,39012
01-01 00:01:13,70147260233,79,72,73,72,66,65,2649600,2649600,2649600,2649600,19.83,16.03,0.00,0.00,64.14,1971144,1470112,38900
01-01 00:01:14,71280817628,74,70,80,71,66,65,2649600,2649600,2649600,2649600,15.87,15.19,0.23,0.00,68.71,1971144,1470108,38800
01-01 00:01:15,72416815076,79,71,70,70,66,65,2649600,2649600,2649600,2649600,16.29,15.18,0.00,0.00,68.53,1971144,1469904,39068
01-01 00:01:16,73549471794,79,75,71,73,66,65,2649600,2649600,2649600,2649600,17.69,17.01,0.45,0.00,64.85,1971144,1474060,39136
01-01 00:01:18,74687975231,73,71,70,80,66,65,2649600,2649600,2649600,2649600,16.63,14.12,0.00,0.00,69.25,1971144,1473536,39044
01-01 00:01:19,75821616897,79,71,72,70,66,65,2649600,2649600,2649600,2649600,15.70,15.92,0.00,0.00,68.39,1971144,1473768,39140
01-01 00:01:20,76954539605,74,80,72,71,66,65,2649600,2649600,2649600,2649600,14.68,21.59,0.63,0.00,63.10,1971144,1473500,39436
01-01 00:01:21,78099557626,72,69,72,82,66,64,2649600,2649600,2649600,2649600,18.53,18.53,0.21,0.00,62.74,1971144,1473368,38824
01-01 00:01:22,79235133458,72,69,72,82,66,64,2649600,2649600,2649600,2649600,19.24,14.77,0.00,0.00,66.00,1971144,1473324,38900
01-01 00:01:23,80369628927,72,71,74,82,66,64,2649600,2649600,2649600,2649600,16.32,13.75,0.00,0.00,69.93,1971144,1473728,38868
01-01 00:01:24,81499701218,75,69,79,71,67,65,2649600,2649600,2649600,2649600,16.25,13.27,0.00,0.00,70.48,1971144,1474132,38840
01-01 00:01:25,82632819343,74,69,80,72,67,65,2649600,2649600,2649600,2649600,15.40,15.85,0.00,0.00,68.75,1971144,1473644,39132
01-01 00:01:27,83764068561,72,69,73,82,66,65,2649600,2649600,2649600,2649600,17.53,15.28,0.00,0.00,67.19,1971144,1473720,38820
01-01 00:01:28,84898616477,73,80,71,72,66,65,2649600,2649600,2649600,2649600,18.22,20.85,0.40,0.00,60.53,1971144,1473920,39048
01-01 00:01:29,86036139862,76,80,71,71,66,65,2649600,2649600,2649600,2649600,19.14,15.91,0.00,0.00,64.95,1971144,1474224,38848
01-01 00:01:30,87171314445,78,80,71,71,67,65,2649600,2649600,2649600,2649600,18.62,12.41,0.23,0.00,68.74,1971144,1474316,38968
01-01 00:01:31,88305637413,74,80,72,72,67,65,2649600,2649600,2649600,2649600,18.14,13.83,0.00,0.00,68.03,1971144,1473352,38960
01-01 00:01:32,89456545434,80,70,72,70,67,65,2649600,2649600,2649600,2649600,16.63,13.48,0.22,0.00,69.66,1971144,1473572,38948
01-01 00:01:33,90588541892,80,72,74,72,67,65,2649600,2649600,2649600,2649600,14.67,16.89,0.00,0.00,68.44,1971144,1473612,39004
01-01 00:01:35,91722001839,74,80,72,76,67,65,2649600,2649600,2649600,2649600,16.67,15.54,0.23,0.00,67.57,1971144,1474672,38976
01-01 00:01:36,92866492828,80,70,72,70,67,65,2649600,2649600,2649600,2649600,16.85,15.75,0.00,0.00,67.40,1971144,1473848,38908
01-01 00:01:37,94002339703,80,71,72,71,67,65,2649600,2649600,2649600,2649600,14.93,15.61,0.23,0.00,69.23,1971144,1473684,39108
01-01 00:01:38,95138679807,74,80,71,73,67,65,2649600,2649600,2649600,2649600,18.01,12.24,0.23,0.00,69.52,1971144,1473536,38996
01-01 00:01:39,96271025119,80,71,72,72,67,65,2649600,2649600,2649600,2649600,16.48,13.50,0.00,0.00,70.02,1971144,1474300,39028
01-01 00:01:40,97402445118,72,70,80,74,67,65,2649600,2649600,2649600,2649600,12.33,17.94,0.22,0.00,69.51,1971144,1473968,39036
01-01 00:01:41,98533968451,72,74,72,80,67,65,2649600,2649600,2649600,2649600,15.37,17.15,0.00,0.00,67.48,1971144,1473804,38876
01-01 00:01:42,99668284128,80,70,72,71,67,65,2649600,2649600,2649600,2649600,19.32,16.14,0.00,0.00,64.54,1971144,1473480,38912
01-01 00:01:44,100803072409,72,69,73,82,67,65,2649600,2649600,2649600,2649600,16.04,16.92,0.22,0.00,66.81,1971144,1473340,39056
01-01 00:01:45,101939361106,80,71,72,72,67,65,2649600,2649600,2649600,2649600,16.74,15.84,0.23,0.00,67.19,1971144,1477788,39196
01-01 00:01:46,103074790793,72,70,73,82,66,65,2649600,2649600,2649600,2649600,15.56,15.56,0.23,0.00,68.65,1971144,1477824,38912
01-01 00:01:47,104208317928,73,72,77,76,67,65,2649600,2649600,2649600,2649600,16.82,13.86,0.00,0.00,69.32,1971144,1477736,38872
01-01 00:01:48,105339732459,80,70,72,72,67,66,2649600,2649600,2649600,2649600,15.72,17.25,0.44,0.00,66.59,1971144,1477896,38852
01-01 00:01:49,106470881156,73,70,75,81,67,65,2649600,2649600,2649600,2649600,14.99,15.66,0.67,0.00,68.68,1971144,1477672,38944
01-01 00:01:50,107600701364,80,71,72,71,67,66,2649600,2649600,2649600,2649600,15.84,15.61,0.00,0.00,68.55,1971144,1477572,38972
01-01 00:01:52,108737976103,80,71,72,71,67,66,2649600,2649600,2649600,2649600,17.05,13.64,0.00,0.00,69.32,1971144,1477976,38972
01-01 00:01:53,109876921832,75,81,72,72,67,66,2649600,2649600,2649600,2649600,15.79,14.19,0.23,0.00,69.79,1971144,1477032,38916
01-01 00:01:54,111011478394,80,71,72,72,67,66,2649600,2649600,2649600,2649600,19.59,11.49,0.00,0.00,68.92,1971144,1477628,38984
01-01 00:01:55,112142679071,72,71,73,82,67,65,2649600,2649600,2649600,2649600,13.62,18.97,0.22,0.00,67.19,1971144,1477800,38992
01-01 00:01:56,113292071831,75,81,71,71,67,66,2649600,2649600,2649600,2649600,17.18,20.04,0.41,0.00,62.37,1971144,1477504,39052
01-01 00:01:57,114426191049,73,70,71,82,67,65,2649600,2649600,2649600,2649600,19.20,17.30,0.00,0.00,63.50,1971144,1477592,39052
01-01 00:01:58,115572239903,74,81,70,71,67,66,2649600,2649600,2649600,2649600,15.56,14.89,0.00,0.00,69.56,1971144,1477692,39108
01-01 00:02:00,116705615371,72,72,74,83,67,65,2649600,2649600,2649600,2649600,14.16,18.04,0.00,0.00,67.81,1971144,1477988,39204
01-01 00:02:01,117839524121,74,80,73,74,67,66,2649600,2649600,2649600,2649600,17.05,13.59,0.00,0.00,69.35,1971144,1477884,39020
01-01 00:02:02,118972791204,73,69,81,73,67,66,2649600,2649600,2649600,2649600,17.62,13.50,0.00,0.00,68.88,1971144,1478336,38812
01-01 00:02:03,120108580318,75,80,70,75,67,66,2649600,2649600,2649600,2649600,14.96,16.96,0.00,0.00,68.08,1971144,1478100,38764
01-01 00:02:04,121244412609,75,70,72,81,67,65,2649600,2649600,2649600,2649600,17.97,17.10,0.00,0.00,64.94,1971144,1478256,38988
01-01 00:02:05,122373333755,72,70,71,82,67,65,2649600,2649600,2649600,2649600,16.74,13.07,0.00,0.00,70.18,1971144,1478044,39096
01-01 00:02:06,123504735108,73,71,81,75,67,66,2649600,2649600,2649600,2649600,16.36,14.06,0.00,0.00,69.59,1971144,1478388,39108
01-01 00:02:07,124639196202,72,69,72,82,67,65,2649600,2649600,2649600,2649600,19.63,10.73,0.00,0.00,69.63,1971144,1478220,39152
01-01 00:02:09,125772948441,73,69,81,74,67,66,2649600,2649600,2649600,2649600,16.55,14.54,0.22,0.00,68.68,1971144,1478432,39008
01-01 00:02:10,126922206930,73,70,81,73,67,66,2649600,2649600,2649600,2649600,16.06,18.20,0.21,0.00,65.52,1971144,1478040,39136
01-01 00:02:11,128051110107,75,81,71,72,67,66,2649600,2649600,2649600,2649600,16.09,19.31,0.21,0.00,64.38,1971144,1478684,38944
01-01 00:02:12,129179240419,73,70,81,74,67,66,2649600,2649600,2649600,2649600,15.27,21.76,0.00,0.00,62.97,1971144,1478476,38872
01-01 00:02:13,130314738699,80,72,71,74,67,66,2649600,2649600,2649600,2649600,15.89,15.23,0.00,0.00,68.87,1971144,1478360,38832
01-01 00:02:14,131446772136,80,72,72,71,68,66,2649600,2649600,2649600,2649600,15.99,13.29,0.00,0.00,70.72,1971144,1478588,38996
01-01 00:02:15,132582936146,74,81,71,71,67,66,2649600,2649600,2649600,2649600,14.55,15.24,0.23,0.00,69.98,1971144,1478428,38952
01-01 00:02:17,133717402031,75,81,72,74,67,66,2649600,2649600,2649600,2649600,17.08,13.21,0.46,0.00,69.25,1971144,1478468,38968
01-01 00:02:18,134845887864,81,72,70,71,67,66,2649600,2649600,2649600,2649600,16.22,16.00,0.00,0.00,67.78,1971144,1478636,38940
01-01 00:02:19,135975261822,81,71,72,73,67,66,2649600,2649600,2649600,2649600,17.10,15.37,0.22,0.00,67.32,1971144,1478224,39056
01-01 00:02:20,137104987030,80,72,75,71,67,66,2649600,2649600,2649600,2649600,17.12,12.84,0.00,0.00,70.05,1971144,1477804,38884
01-01 00:02:21,138239951248,74,70,81,73,68,66,2649600,2649600,2649600,2649600,17.57,14.19,0.23,0.00,68.02,1971144,1477900,39000
01-01 00:02:22,139371535623,75,81,72,74,67,66,2649600,2649600,2649600,2649600,17.42,14.25,0.00,0.00,68.33,1971144,1478200,39068
01-01 00:02:23,140508428435,75,71,72,82,67,66,2649600,2649600,2649600,2649600,16.86,14.35,0.00,0.00,68.79,1971144,1478432,39060
01-01 00:02:24,141636396560,72,70,77,82,67,66,2649600,2649600,2649600,2649600,17.08,13.21,0.23,0.00,69.48,1971144,1477952,39324
01-01 00:02:26,142773243903,73,72,72,83,67,66,2649600,2649600,2649600,2649600,19.31,16.09,0.00,0.00,64.59,1971144,1478336,39060
01-01 00:02:27,143898508330,74,71,71,78,67,66,2649600,2649600,2649600,2649600,18.63,11.75,0.67,0.00,68.96,1971144,1478432,39152
01-01 00:02:28,145032986871,73,71,74,83,67,66,2649600,2649600,2649600,2649600,14.91,16.28,0.00,0.00,68.81,1971144,1478056,39032
01-01 00:02:29,146169915412,80,71,73,73,68,66,2649600,2649600,2649600,2649600,15.80,14.22,0.23,0.00,69.75,1971144,1477748,39064
01-01 00:02:30,147305817078,74,70,72,82,67,66,2649600,2649600,2649600,2649600,16.36,13.82,0.00,0.00,69.82,1971144,1478828,39068
01-01 00:02:31,148441904734,74,72,73,81,67,66,2649600,2649600,2649600,2649600,17.15,14.25,0.00,0.00,68.60,1971144,1478072,39428
01-01 00:02:32,149576767702,73,70,81,75,68,66,2649600,2649600,2649600,2649600,16.08,16.30,0.22,0.00,67.40,1971144,1478548,38900
01-01 00:02:34,150717191712,73,70,82,73,68,66,2649600,2649600,2649600,2649600,18.40,20.60,0.40,0.00,60.60,1971144,1477960,39056
01-01 00:02:35,151852431035,75,82,71,72,68,66,2649600,2649600,2649600,2649600,18.75,13.84,0.00,0.00,67.41,1971144,1477732,39024
01-01 00:02:36,152984484107,79,71,77,73,68,66,2649600,2649600,2649600,2649600,19.55,11.59,0.00,0.00,68.86,1971144,1478312,38996
01-01 00:02:37,154114273274,81,71,71,72,68,66,2649600,2649600,2649600,2649600,16.63,13.75,0.00,0.00,69.62,1971144,1478116,39088
01-01 00:02:38,155243207961,75,81,70,71,68,66,2649600,2649600,2649600,2649600,17.69,12.70,0.00,0.00,69.61,1971144,1477576,39040
01-01 00:02:39,156378357544,81,72,71,72,68,66,2649600,2649600,2649600,2649600,11.11,19.56,0.22,0.00,69.11,1971144,1477980,38928
01-01 00:02:40,157513205252,74,72,82,73,68,66,2649600,2649600,2649600,2649600,17.65,14.25,0.00,0.00,68.10,1971144,1477716,38964
01-01 00:02:41,158645566762,73,71,79,78,67,66,2649600,2649600,2649600,2649600,18.63,18.01,0.41,0.00,62.94,1971144,1477600,39004
01-01 00:02:43,159777211344,74,75,80,74,68,66,2649600,2649600,2649600,2649600,16.01,17.32,0.66,0.00,66.01,1971144,1477352,39072
01-01 00:02:44,160909762229,82,75,73,73,68,67,2649600,2649600,2649600,2649600,18.64,12.50,0.00,0.00,68.86,1971144,1477480,39268
01-01 00:02:45,162042329260,73,72,82,75,68,66,2649600,2649600,2649600,2649600,17.66,13.30,0.00,0.00,69.04,1971144,1478084,39112
01-01 00:02:46,163179484676,81,73,72,76,68,66,2649600,2649600,2649600,2649600,18.54,12.13,0.00,0.00,69.34,1971144,1476916,39088
01-01 00:02:47,164317989989,75,72,82,75,68,66,2649600,2649600,2649600,2649600,16.74,14.22,0.00,0.00,69.04,1971144,1477604,39088
01-01 00:02:48,165456361915,75,70,82,74,68,66,2649600,2649600,2649600,2649600,15.82,17.58,0.22,0.00,66.37,1971144,1478088,39172
01-01 00:02:49,166595659571,74,70,82,73,68,66,2649600,2649600,2649600,2649600,18.72,14.54,0.22,0.00,66.52,1971144,1477796,39116
01-01 00:02:51,167745183998,74,70,82,73,68,67,2649600,2649600,2649600,2649600,17.61,12.87,0.00,0.00,69.53,1971144,1477600,39088
01-01 00:02:52,168876439466,79,82,76,74,68,67,2649600,2649600,2649600,2649600,19.63,11.64,0.00,0.00,68.72,1971144,1477440,39032
01-01 00:02:53,170004589726,79,81,72,72,68,67,2649600,2649600,2649600,2649600,17.05,12.95,0.23,0.00,69.77,1971144,1477416,38780
01-01 00:02:54,171136344153,76,82,72,73,68,67,2649600,2649600,2649600,2649600,16.15,16.59,0.22,0.00,67.04,1971144,1477612,39108
01-01 00:02:55,172286774621,74,72,74,83,67,66,2649600,2649600,2649600,2649600,13.72,21.21,0.62,0.00,64.45,1971144,1477864,39028
01-01 00:02:56,173450194985,74,72,82,73,68,66,2649600,2649600,2649600,2649600,19.23,17.81,0.20,0.00,62.75,1971144,1478092,39048
01-01 00:02:57,174584788995,74,70,77,81,68,66,2649600,2649600,2649600,2649600,15.38,16.29,0.23,0.00,68.10,1971144,1478116,39164
01-01 00:02:59,175717189724,73,72,73,83,68,66,2649600,2649600,2649600,2649600,18.20,12.44,0.00,0.00,69.35,1971144,1477956,38980
01-01 00:03:00,176846975244,74,72,77,85,68,66,2649600,2649600,2649600,2649600,19.13,14.58,0.00,0.00,66.29,1971144,1478368,39100
01-01 00:03:01,177996800712,75,71,73,83,68,66,2649600,2649600,2649600,2649600,14.71,15.61,0.23,0.00,69.46,1971144,1478392,39120
01-01 00:03:02,179133381545,73,71,73,84,67,66,2649600,2649600,2649600,2649600,18.41,12.73,0.23,0.00,68.64,1971144,1477632,39036
01-01 00:03:03,180268498732,75,82,71,73,68,67,2649600,2649600,2649600,2649600,15.97,17.72,0.00,0.00,66.30,1971144,1477756,39164
01-01 00:03:04,181402734149,76,82,71,72,68,67,2649600,2649600,2649600,2649600,18.89,14.00,0.00,0.00,67.11,1971144,1478660,39016
01-01 00:03:05,182551546700,78,82,71,72,68,67,2649600,2649600,2649600,2649600,17.45,13.87,0.00,0.00,68.68,1971144,1477936,39008
01-01 00:03:06,183684115033,80,81,75,73,68,67,2649600,2649600,2649600,2649600,16.89,13.70,0.23,0.00,69.18,1971144,1478100,39208
01-01 00:03:08,184817574095,75,71,82,77,68,67,2649600,2649600,2649600,2649600,17.70,13.33,0.00,0.00,68.97,1971144,1477636,39204
01-01 00:03:09,185956953730,76,82,71,74,68,67,2649600,2649600,2649600,2649600,16.10,14.74,0.23,0.00,68.93,1971144,1477992,39180
01-01 00:03:10,187096058261,73,73,73,83,68,66,2649600,2649600,2649600,2649600,17.11,15.78,0.22,0.00,66.89,1971144,1477748,39064
01-01 00:03:11,188226048052,75,82,73,74,68,67,2649600,2649600,2649600,2649600,21.43,15.34,0.00,0.00,63.24,1971144,1477972,39112
01-01 00:03:12,189360108416,74,71,83,74,68,67,2649600,2649600,2649600,2649600,18.65,14.16,0.00,0.00,67.19,1971144,1478132,38928
01-01 00:03:13,190498498937,75,71,83,74,69,67,2649600,2649600,2649600,2649600,15.79,15.10,0.00,0.00,69.11,1971144,1477952,39256
01-01 00:03:14,191634751645,75,72,82,76,69,67,2649600,2649600,2649600,2649600,17.42,14.48,0.00,0.00,68.10,1971144,1477972,38972
01-01 00:03:16,192770673988,76,82,71,72,68,67,2649600,2649600,2649600,2649600,16.25,14.00,0.00,0.00,69.75,1971144,1477988,38956
01-01 00:03:17,193904267217,76,82,73,73,68,67,2649600,2649600,2649600,2649600,15.63,14.94,0.00,0.00,69.43,1971144,1478068,39160
01-01 00:03:18,195040878831,77,81,76,75,68,67,2649600,2649600,2649600,2649600,13.97,19.87,0.00,0.00,66.16,1971144,1477572,39068
01-01 00:03:19,196175369247,76,82,73,72,68,67,2649600,2649600,2649600,2649600,20.29,17.42,0.20,0.00,62.09,1971144,1477544,39020
01-01 00:03:20,197313073674,74,71,82,73,69,67,2649600,2649600,2649600,2649600,18.54,12.13,0.00,0.00,69.34,1971144,1477564,39192
01-01 00:03:21,198445797788,76,75,75,74,69,67,2649600,2649600,2649600,2649600,18.20,11.91,0.00,0.00,69.89,1971144,1477668,39196
01-01 00:03:22,199577833152,74,73,73,83,68,67,2649600,2649600,2649600,2649600,18.71,12.01,0.00,0.00,69.28,1971144,1477740,38852
01-01 00:03:24,200712144245,74,71,73,84,68,66,2649600,2649600,2649600,2649600,17.32,12.93,0.00,0.00,69.75,1971144,1477548,38848
01-01 00:03:25,201845924558,75,71,83,75,69,67,2649600,2649600,2649600,2649600,14.38,19.25,0.00,0.00,66.37,1971144,1478376,39100
01-01 00:03:26,202982896172,74,71,83,75,69,67,2649600,2649600,2649600,2649600,19.54,17.02,0.21,0.00,63.24,1971144,1477892,39012
01-01 00:03:27,204116546953,82,73,72,72,68,67,2649600,2649600,2649600,2649600,17.14,15.16,0.66,0.00,67.03,1971144,1477908,38980
01-01 00:03:28,205251734244,82,73,71,73,69,67,2649600,2649600,2649600,2649600,16.22,14.22,0.00,0.00,69.56,1971144,1478016,38944
01-01 00:03:29,206386068618,74,71,73,84,68,67,2649600,2649600,2649600,2649600,19.68,11.21,0.00,0.00,69.11,1971144,1477692,39272
01-01 00:03:30,207514850805,76,83,72,74,68,67,2649600,2649600,2649600,2649600,17.01,13.33,0.00,0.00,69.66,1971144,1477760,39148
01-01 00:03:31,208645912940,74,71,73,84,68,67,2649600,2649600,2649600,2649600,15.21,15.21,0.00,0.00,69.59,1971144,1477436,39300
01-01 00:03:33,209777838252,78,82,71,73,68,67,2649600,2649600,2649600,2649600,16.41,16.41,0.00,0.00,67.18,1971144,1478272,39296
01-01 00:03:34,210912661690,77,83,74,75,68,67,2649600,2649600,2649600,2649600,15.28,18.78,0.22,0.00,65.72,1971144,1478216,38960
01-01 00:03:35,212052473043,74,72,73,84,68,67,2649600,2649600,2649600,2649600,17.53,14.38,0.22,0.00,67.87,1971144,1478256,39112
01-01 00:03:36,213198803303,78,80,72,72,68,67,2649600,2649600,2649600,2649600,13.79,15.97,0.44,0.00,69.80,1971144,1478152,39128
01-01 00:03:37,214329544917,76,71,82,74,69,67,2649600,2649600,2649600,2649600,15.09,15.09,0.23,0.00,69.59,1971144,1478264,39056
01-01 00:03:38,215470704709,81,82,71,73,68,67,2649600,2649600,2649600,2649600,17.73,12.73,0.45,0.00,69.09,1971144,1477684,39000
01-01 00:03:39,216603629812,74,71,82,74,69,67,2649600,2649600,2649600,2649600,18.79,13.65,0.00,0.00,67.56,1971144,1478500,39216
01-01 00:03:41,217744623406,74,71,83,75,69,67,2649600,2649600,2649600,2649600,17.42,17.42,0.00,0.00,65.16,1971144,1478212,39048
01-01 00:03:42,218880868301,80,71,73,76,69,67,2649600,2649600,2649600,2649600,16.35,17.62,0.00,0.00,66.03,1971144,1477980,38920
01-01 00:03:43,220009624030,74,71,82,78,69,67,2649600,2649600,2649600,2649600,15.87,14.97,0.00,0.00,69.16,1971144,1477868,38864
01-01 00:03:44,221144946269,76,71,83,74,69,67,2649600,2649600,2649600,2649600,18.18,13.18,0.23,0.00,68.41,1971144,1478548,38936
01-01 00:03:45,222293759029,78,74,77,81,68,67,2649600,2649600,2649600,2649600,16.74,13.39,0.00,0.00,69.87,1971144,1478164,39076
01-01 00:03:46,223427167258,74,71,83,75,69,67,2649600,2649600,2649600,2649600,16.78,14.51,0.23,0.00,68.48,1971144,1478204,39412
01-01 00:03:47,224561309705,75,71,83,76,69,67,2649600,2649600,2649600,2649600,17.23,14.97,0.00,0.00,67.80,1971144,1477664,39172
01-01 00:03:49,225695667517,75,71,82,77,69,67,2649600,2649600,2649600,2649600,16.04,15.60,0.22,0.00,68.13,1971144,1478020,39140
01-01 00:03:50,226839336736,77,83,72,73,69,67,2649600,2649600,2649600,2649600,14.91,17.76,0.22,0.00,67.11,1971144,1477704,39172
01-01 00:03:51,227970796266,77,71,73,83,68,67,2649600,2649600,2649600,2649600,19.38,12.11,0.22,0.00,68.28,1971144,1477724,39364
01-01 00:03:52,229104114808,82,73,73,76,69,67,2649600,2649600,2649600,2649600,16.63,13.93,0.00,0.00,69.44,1971144,1478072,38952
01-01 00:03:53,230233550536,77,83,72,73,69,67,2649600,2649600,2649600,2649600,17.20,13.76,0.00,0.00,69.04,1971144,1478116,39144
01-01 00:03:54,231364689182,74,72,73,84,68,67,2649600,2649600,2649600,2649600,16.19,15.97,0.00,0.00,67.83,1971144,1478028,39084
01-01 00:03:55,232501227410,76,71,74,84,68,67,2649600,2649600,2649600,2649600,14.87,20.04,0.00,0.00,65.09,1971144,1477760,39172
