Time,Timestamp(ns since boot),CPU0 Temp,CPU1 Temp,CPU2 Temp,CPU3 Temp,GPU Temp,PopMem Temp,CPU0 Freq,CPU1 Freq,CPU2 Freq,CPU3 Freq,CPU %user,CPU %system,CPU %irqs,CPU %steal,CPU %idle,MemTotal kB,MemFree kB,MemSnapcam kB
01-01 00:01:28,84889620539,41,41,41,49,37,36,2649600,2649600,2649600,2649600,17.89,15.52,0.43,0.00,66.16,1971144,1458644,38936
01-01 00:01:29,86024687518,41,41,42,49,38,36,2649600,2649600,2649600,2649600,18.99,11.44,0.46,0.00,69.11,1971144,1458044,39068
01-01 00:01:30,87158232518,46,41,42,43,38,37,2649600,2649600,2649600,2649600,15.92,15.02,0.45,0.00,68.61,1971144,1458256,38872
01-01 00:01:31,88288966371,47,43,40,41,38,37,2649600,2649600,2649600,2649600,17.05,13.64,0.00,0.00,69.32,1971144,1458856,38728
01-01 00:01:33,89418210642,42,41,48,42,38,37,2649600,2649600,2649600,2649600,17.55,13.16,0.00,0.00,69.28,1971144,1458512,38800
01-01 00:01:34,90552330797,47,42,41,41,38,37,2649600,2649600,2649600,2649600,17.11,14.69,0.22,0.00,67.98,1971144,1458104,39124
01-01 00:01:35,91684269130,41,41,41,48,38,37,2649600,2649600,2649600,2649600,16.70,13.81,0.00,0.00,69.49,1971144,1458636,39020
01-01 00:01:36,92810682776,43,49,42,43,38,37,2649600,2649600,2649600,2649600,18.18,12.05,0.23,0.00,69.55,1971144,1458492,38916
01-01 00:01:37,93945306109,44,49,40,42,38,37,2649600,2649600,2649600,2649600,17.76,16.23,0.00,0.00,66.01,1971144,1458040,39136
01-01 00:01:38,95076773608,42,41,48,43,39,37,2649600,2649600,2649600,2649600,18.51,11.74,0.00,0.00,69.75,1971144,1458340,39064
01-01 00:01:39,96213462879,43,44,47,43,39,38,2649600,2649600,2649600,2649600,17.90,12.30,0.00,0.00,69.80,1971144,1458596,39248
01-01 00:01:40,97368642097,42,43,48,43,39,37,2649600,2649600,2649600,2649600,15.90,15.47,0.65,0.00,67.97,1971144,1458788,38924
01-01 00:01:42,98504339909,42,41,49,43,39,37,2649600,2649600,2649600,2649600,17.69,15.72,0.00,0.00,66.59,1971144,1458624,38784
01-01 00:01:43,99645427565,43,42,49,43,39,38,2649600,2649600,2649600,2649600,16.74,15.16,0.00,0.00,68.10,1971144,1458508,38992
01-01 00:01:44,100780756158,43,46,48,44,39,38,2649600,2649600,2649600,2649600,18.10,18.97,0.65,0.00,62.28,1971144,1462292,39152
01-01 00:01:45,101917754595,44,42,48,43,39,38,2649600,2649600,2649600,2649600,14.64,17.34,0.00,0.00,68.02,1971144,1462136,38960
01-01 00:01:46,103054466886,42,42,49,44,39,38,2649600,2649600,2649600,2649600,17.42,14.48,0.00,0.00,68.10,1971144,1462356,38916
01-01 00:01:47,104189607146,44,50,41,44,39,38,2649600,2649600,2649600,2649600,15.42,18.06,0.44,0.00,66.08,1971144,1462720,38904
01-01 00:01:48,105337860844,46,43,44,49,39,38,2649600,2649600,2649600,2649600,17.57,15.40,0.00,0.00,67.03,1971144,1462448,38904
01-01 00:01:50,106472357718,44,50,41,43,39,38,2649600,2649600,2649600,2649600,16.55,14.74,0.00,0.00,68.71,1971144,1461784,38840
01-01 00:01:51,107616929124,44,50,42,42,39,38,2649600,2649600,2649600,2649600,18.57,16.20,0.00,0.00,65.23,1971144,1462284,38976
01-01 00:01:52,108750148186,45,49,42,42,40,38,2649600,2649600,2649600,2649600,17.53,12.36,0.00,0.00,70.11,1971144,1462324,38944
01-01 00:01:53,109884182248,43,42,49,44,40,38,2649600,2649600,2649600,2649600,14.42,16.25,0.00,0.00,69.34,1971144,1462564,39096
01-01 00:01:54,111014526363,43,43,49,43,40,38,2649600,2649600,2649600,2649600,16.37,16.14,0.00,0.00,67.49,1971144,1462632,38852
01-01 00:01:55,112147975425,44,43,49,44,40,38,2649600,2649600,2649600,2649600,19.92,16.56,0.42,0.00,63.10,1971144,1462572,38928
01-01 00:01:56,113284531414,44,50,42,45,40,39,2649600,2649600,2649600,2649600,15.19,16.10,0.23,0.00,68.48,1971144,1462772,38628
01-01 00:01:58,114424053965,44,50,43,43,40,39,2649600,2649600,2649600,2649600,19.87,13.25,0.00,0.00,66.89,1971144,1462428,39080
01-01 00:01:59,115562373444,45,50,42,43,40,39,2649600,2649600,2649600,2649600,17.30,14.83,0.00,0.00,67.87,1971144,1461920,38876
01-01 00:02:00,116693635631,45,51,42,45,40,39,2649600,2649600,2649600,2649600,20.28,10.83,0.00,0.00,68.89,1971144,1462028,38960
01-01 00:02:01,117831541204,44,43,50,44,40,39,2649600,2649600,2649600,2649600,17.94,14.13,0.22,0.00,67.71,1971144,1462688,38344
01-01 00:02:02,118967923755,45,44,44,51,40,39,2649600,2649600,2649600,2649600,18.87,14.75,0.43,0.00,65.94,1971144,1462624,38848
01-01 00:02:03,120104499380,44,44,45,51,40,39,2649600,2649600,2649600,2649600,15.94,14.78,0.00,0.00,69.28,1971144,1462564,38796
01-01 00:02:04,121242361202,44,47,43,47,40,39,2649600,2649600,2649600,2649600,18.16,13.23,0.00,0.00,68.61,1971144,1462276,38760
01-01 00:02:05,122376968598,46,50,42,43,40,39,2649600,2649600,2649600,2649600,16.09,15.43,0.65,0.00,67.83,1971144,1462600,39320
01-01 00:02:07,123516483181,48,44,43,46,40,39,2649600,2649600,2649600,2649600,15.35,14.45,0.00,0.00,70.20,1971144,1462356,39004
01-01 00:02:08,124644221670,45,44,47,47,40,39,2649600,2649600,2649600,2649600,15.66,14.99,0.22,0.00,69.13,1971144,1461884,38820
01-01 00:02:09,125771364899,49,44,47,43,40,39,2649600,2649600,2649600,2649600,15.38,18.38,0.00,0.00,66.24,1971144,1461524,39120
01-01 00:02:10,126901175159,44,44,50,45,40,39,2649600,2649600,2649600,2649600,18.91,12.30,0.23,0.00,68.56,1971144,1461988,39220
01-01 00:02:11,128039842189,44,47,50,44,41,39,2649600,2649600,2649600,2649600,16.67,15.09,0.45,0.00,67.79,1971144,1462204,38724
01-01 00:02:12,129174127606,45,44,51,45,41,39,2649600,2649600,2649600,2649600,20.35,14.07,0.43,0.00,65.15,1971144,1462028,38804
01-01 00:02:13,130309134011,50,46,44,44,41,40,2649600,2649600,2649600,2649600,16.55,12.64,0.00,0.00,70.80,1971144,1461592,38884
01-01 00:02:15,131439110990,49,45,44,45,40,39,2649600,2649600,2649600,2649600,18.58,12.84,0.00,0.00,68.58,1971144,1462516,38988
01-01 00:02:16,132575013959,44,45,50,45,41,40,2649600,2649600,2649600,2649600,14.16,17.26,0.22,0.00,68.36,1971144,1462324,38960
01-01 00:02:17,133704330677,44,44,51,45,41,40,2649600,2649600,2649600,2649600,19.11,12.89,0.00,0.00,68.00,1971144,1462440,39152
01-01 00:02:18,134833965520,49,51,44,44,41,40,2649600,2649600,2649600,2649600,16.51,14.91,0.00,0.00,68.58,1971144,1462348,38904
01-01 00:02:19,135964666718,50,46,46,46,41,40,2649600,2649600,2649600,2649600,18.84,16.27,0.21,0.00,64.67,1971144,1462396,39048
01-01 00:02:20,137107492498,46,52,44,45,41,40,2649600,2649600,2649600,2649600,18.88,12.36,0.00,0.00,68.76,1971144,1462884,38876
01-01 00:02:21,138243029477,46,52,44,46,41,40,2649600,2649600,2649600,2649600,17.20,14.22,0.00,0.00,68.58,1971144,1462700,39112
01-01 00:02:22,139375509060,46,52,44,46,41,40,2649600,2649600,2649600,2649600,17.12,15.54,0.00,0.00,67.34,1971144,1462552,38744
01-01 00:02:24,140507014372,51,46,45,44,41,40,2649600,2649600,2649600,2649600,17.39,16.09,0.65,0.00,65.87,1971144,1462484,38892
01-01 00:02:25,141642300413,46,52,45,45,41,40,2649600,2649600,2649600,2649600,19.73,12.56,0.00,0.00,67.71,1971144,1462404,38856
01-01 00:02:26,142773217757,45,45,47,53,41,40,2649600,2649600,2649600,2649600,16.70,15.35,0.23,0.00,67.72,1971144,1462400,38892
01-01 00:02:27,143902188069,51,45,45,45,41,40,2649600,2649600,2649600,2649600,15.47,16.82,0.22,0.00,67.49,1971144,1461932,39060
01-01 00:02:28,145035441714,45,44,48,53,41,40,2649600,2649600,2649600,2649600,17.08,13.90,0.00,0.00,69.02,1971144,1462308,39016
01-01 00:02:29,146167174370,51,45,46,45,42,41,2649600,2649600,2649600,2649600,15.81,16.04,0.22,0.00,67.93,1971144,1462244,39116
01-01 00:02:30,147299871140,44,44,47,53,41,40,2649600,2649600,2649600,2649600,18.56,15.72,0.00,0.00,65.72,1971144,1462232,39172
01-01 00:02:32,148433056557,45,45,46,53,41,40,2649600,2649600,2649600,2649600,16.74,14.48,0.23,0.00,68.55,1971144,1462500,38792
01-01 00:02:33,149568534733,45,45,46,53,41,40,2649600,2649600,2649600,2649600,17.27,14.32,0.00,0.00,68.41,1971144,1462560,38656
01-01 00:02:34,150705866868,46,52,48,46,42,41,2649600,2649600,2649600,2649600,16.92,16.26,0.44,0.00,66.37,1971144,1461972,38748
01-01 00:02:35,151841363326,47,53,45,46,42,41,2649600,2649600,2649600,2649600,16.94,13.46,0.00,0.00,69.61,1971144,1462032,38824
01-01 00:02:36,152972913534,46,45,46,52,42,41,2649600,2649600,2649600,2649600,14.87,15.33,0.23,0.00,69.57,1971144,1462128,38860
01-01 00:02:37,154103014523,52,47,46,45,42,41,2649600,2649600,2649600,2649600,18.78,16.88,0.42,0.00,63.92,1971144,1462132,38992
01-01 00:02:38,155242303846,46,53,45,46,42,41,2649600,2649600,2649600,2649600,17.17,16.52,0.65,0.00,65.65,1971144,1462428,38920
01-01 00:02:39,156378452283,46,45,52,47,42,41,2649600,2649600,2649600,2649600,14.16,17.08,0.00,0.00,68.76,1971144,1462424,38880
01-01 00:02:41,157512683793,51,48,44,45,42,41,2649600,2649600,2649600,2649600,19.13,13.91,0.65,0.00,66.30,1971144,1462504,38840
01-01 00:02:42,158650690042,47,53,44,45,42,41,2649600,2649600,2649600,2649600,13.73,17.16,0.00,0.00,69.11,1971144,1462280,38956
01-01 00:02:43,159784785979,45,45,46,53,42,41,2649600,2649600,2649600,2649600,17.85,12.81,0.23,0.00,69.11,1971144,1462384,38992
01-01 00:02:44,160921684104,46,45,46,53,42,41,2649600,2649600,2649600,2649600,18.06,16.77,0.00,0.00,65.16,1971144,1462240,38920
01-01 00:02:45,162057790354,46,46,47,54,42,41,2649600,2649600,2649600,2649600,20.99,14.56,0.00,0.00,64.45,1971144,1462480,38980
01-01 00:02:46,163194847593,47,45,53,49,43,41,2649600,2649600,2649600,2649600,16.93,14.22,0.00,0.00,68.85,1971144,1462728,38868
01-01 00:02:47,164336296446,46,45,53,47,43,41,2649600,2649600,2649600,2649600,14.29,16.29,0.45,0.00,68.97,1971144,1463116,38976
01-01 00:02:49,165480812592,46,48,52,47,43,42,2649600,2649600,2649600,2649600,18.06,12.42,0.00,0.00,69.53,1971144,1462316,39072
01-01 00:02:50,166622535664,48,53,45,45,42,42,2649600,2649600,2649600,2649600,18.39,12.33,0.00,0.00,69.28,1971144,1462400,39064
01-01 00:02:51,167751827799,48,53,45,48,43,42,2649600,2649600,2649600,2649600,16.37,15.27,0.22,0.00,68.14,1971144,1462144,39072
01-01 00:02:52,168882774466,46,47,53,48,43,42,2649600,2649600,2649600,2649600,18.08,16.34,0.00,0.00,65.58,1971144,1461976,38896
01-01 00:02:53,170015477486,47,46,53,47,43,42,2649600,2649600,2649600,2649600,17.39,13.73,0.00,0.00,68.88,1971144,1462724,38744
01-01 00:02:54,171151502954,47,46,53,47,43,42,2649600,2649600,2649600,2649600,18.02,14.19,0.00,0.00,67.79,1971144,1462356,38676
01-01 00:02:55,172285071964,47,45,53,48,43,42,2649600,2649600,2649600,2649600,18.85,14.19,0.22,0.00,66.74,1971144,1462604,38804
01-01 00:02:57,173429112901,52,47,45,50,43,42,2649600,2649600,2649600,2649600,16.40,13.03,0.00,0.00,70.56,1971144,1462648,38840
01-01 00:02:58,174556265922,46,46,47,54,43,42,2649600,2649600,2649600,2649600,17.23,14.54,0.00,0.00,68.23,1971144,1462236,38984
01-01 00:02:59,175690957432,47,46,53,51,43,42,2649600,2649600,2649600,2649600,16.95,18.64,0.21,0.00,64.19,1971144,1462676,38688
01-01 00:03:00,176826205608,47,46,53,47,43,42,2649600,2649600,2649600,2649600,19.14,15.09,0.23,0.00,65.54,1971144,1462316,38796
01-01 00:03:01,177956451910,53,47,46,46,43,42,2649600,2649600,2649600,2649600,15.14,15.37,0.00,0.00,69.49,1971144,1462524,38924
01-01 00:03:02,179108307743,47,46,53,47,43,42,2649600,2649600,2649600,2649600,17.72,19.35,0.20,0.00,62.73,1971144,1462556,38840
01-01 00:03:03,180241544201,47,46,47,54,43,42,2649600,2649600,2649600,2649600,18.51,12.42,0.00,0.00,69.07,1971144,1462292,39136
01-01 00:03:04,181375357221,52,48,47,48,43,42,2649600,2649600,2649600,2649600,16.25,14.19,0.00,0.00,69.57,1971144,1462808,38788
01-01 00:03:06,182510385606,47,46,54,48,44,42,2649600,2649600,2649600,2649600,17.28,17.49,0.22,0.00,65.01,1971144,1462196,38844
01-01 00:03:07,183640530449,50,54,46,46,43,43,2649600,2649600,2649600,2649600,15.02,18.88,0.43,0.00,65.67,1971144,1462380,38956
01-01 00:03:08,184773672480,53,47,46,48,44,43,2649600,2649600,2649600,2649600,15.51,15.06,0.00,0.00,69.44,1971144,1461956,38932
01-01 00:03:09,185903461022,48,54,46,47,43,43,2649600,2649600,2649600,2649600,15.86,16.08,0.22,0.00,67.84,1971144,1462332,38888
01-01 00:03:10,187034380188,52,47,46,49,44,43,2649600,2649600,2649600,2649600,17.44,12.36,0.22,0.00,69.98,1971144,1462212,38888
01-01 00:03:11,188163800916,53,48,46,46,44,43,2649600,2649600,2649600,2649600,17.57,12.61,0.23,0.00,69.59,1971144,1462288,38996
01-01 00:03:12,189296058989,48,53,46,50,44,43,2649600,2649600,2649600,2649600,15.98,14.16,0.00,0.00,69.86,1971144,1462540,39220
01-01 00:03:14,190432700082,48,49,53,49,44,43,2649600,2649600,2649600,2649600,17.45,17.87,0.21,0.00,64.47,1971144,1462280,39140
01-01 00:03:15,191566656332,48,55,46,48,44,43,2649600,2649600,2649600,2649600,18.30,14.51,0.00,0.00,67.19,1971144,1462664,38924
01-01 00:03:16,192711620290,47,47,47,55,43,42,2649600,2649600,2649600,2649600,17.31,12.76,0.00,0.00,69.93,1971144,1462008,39212
01-01 00:03:17,193848149664,48,55,46,48,44,43,2649600,2649600,2649600,2649600,19.03,16.49,0.21,0.00,64.27,1971144,1462284,38852
01-01 00:03:18,194982692424,53,48,46,47,44,43,2649600,2649600,2649600,2649600,17.27,12.73,0.00,0.00,70.00,1971144,1462700,39192
01-01 00:03:19,196110316643,53,48,46,47,44,43,2649600,2649600,2649600,2649600,20.05,9.57,0.00,0.00,70.39,1971144,1463000,39020
01-01 00:03:20,197238680757,48,52,52,49,44,43,2649600,2649600,2649600,2649600,14.06,17.86,0.45,0.00,67.63,1971144,1462832,38956
01-01 00:03:21,198375063829,53,48,47,48,44,43,2649600,2649600,2649600,2649600,17.36,19.21,0.21,0.00,63.22,1971144,1462408,39064
01-01 00:03:23,199508815496,50,47,55,48,44,43,2649600,2649600,2649600,2649600,16.52,14.71,0.23,0.00,68.55,1971144,1462164,39092
01-01 00:03:24,200645234974,53,50,48,50,44,43,2649600,2649600,2649600,2649600,15.44,16.78,0.00,0.00,67.79,1971144,1462032,39032
01-01 00:03:25,201778998984,53,49,48,51,44,43,2649600,2649600,2649600,2649600,19.22,14.90,0.00,0.00,65.87,1971144,1462768,39020
01-01 00:03:26,202911794557,53,49,47,48,44,43,2649600,2649600,2649600,2649600,18.92,12.61,0.00,0.00,68.47,1971144,1461908,39084
01-01 00:03:27,204041260129,54,49,48,48,44,43,2649600,2649600,2649600,2649600,16.25,13.73,0.23,0.00,69.79,1971144,1462348,39024
01-01 00:03:28,205178640025,49,47,55,48,45,43,2649600,2649600,2649600,2649600,19.07,16.31,0.64,0.00,63.98,1971144,1462460,39192
01-01 00:03:29,206315547889,49,55,47,47,45,44,2649600,2649600,2649600,2649600,16.26,14.48,0.22,0.00,69.04,1971144,1462420,39240
01-01 00:03:31,207449457420,52,55,47,50,44,44,2649600,2649600,2649600,2649600,17.81,13.24,0.00,0.00,68.95,1971144,1462116,39208
01-01 00:03:32,208584510075,49,47,55,50,45,44,2649600,2649600,2649600,2649600,17.44,16.11,0.22,0.00,66.23,1971144,1462648,38880
01-01 00:03:33,209716863148,48,48,48,56,44,43,2649600,2649600,2649600,2649600,19.69,12.98,0.00,0.00,67.34,1971144,1462300,38876
01-01 00:03:34,210857440752,49,47,55,51,45,44,2649600,2649600,2649600,2649600,16.14,13.86,0.00,0.00,70.00,1971144,1462228,38836
01-01 00:03:35,212001001949,49,52,54,48,45,44,2649600,2649600,2649600,2649600,16.67,14.91,0.00,0.00,68.42,1971144,1461956,39000
01-01 00:03:36,213135924344,48,48,55,49,45,44,2649600,2649600,2649600,2649600,19.75,17.26,0.21,0.00,62.79,1971144,1462424,39188
01-01 00:03:37,214264244761,54,50,49,50,45,44,2649600,2649600,2649600,2649600,16.59,13.41,0.00,0.00,70.00,1971144,1462308,39348
01-01 00:03:38,215395826531,48,48,48,56,45,44,2649600,2649600,2649600,2649600,17.94,13.45,0.00,0.00,68.61,1971144,1462268,39088
01-01 00:03:40,216531813041,54,49,48,48,45,44,2649600,2649600,2649600,2649600,16.38,18.30,0.43,0.00,64.89,1971144,1462416,39064
01-01 00:03:41,217659973301,50,56,47,48,45,44,2649600,2649600,2649600,2649600,19.41,10.96,0.00,0.00,69.63,1971144,1462096,39052
01-01 00:03:42,218793162103,49,48,48,56,45,44,2649600,2649600,2649600,2649600,16.86,14.35,0.00,0.00,68.79,1971144,1462436,38764
01-01 00:03:43,219925950800,51,56,48,48,45,44,2649600,2649600,2649600,2649600,16.22,15.99,0.00,0.00,67.79,1971144,1462140,39028
01-01 00:03:44,221060182883,50,56,47,49,45,44,2649600,2649600,2649600,2649600,17.41,18.26,0.00,0.00,64.33,1971144,1462264,39076
01-01 00:03:45,222198193768,50,56,48,49,45,44,2649600,2649600,2649600,2649600,16.55,14.97,0.23,0.00,68.25,1971144,1462264,39112
01-01 00:03:46,223343501736,50,49,48,55,45,44,2649600,2649600,2649600,2649600,15.40,14.51,0.45,0.00,69.64,1971144,1462608,38960
01-01 00:03:48,224472483246,50,49,48,56,45,44,2649600,2649600,2649600,2649600,19.73,12.56,0.45,0.00,67.26,1971144,1462764,39052
01-01 00:03:49,225617318558,48,48,49,57,45,44,2649600,2649600,2649600,2649600,16.55,13.61,0.23,0.00,69.61,1971144,1462272,38836
01-01 00:03:50,226752492308,54,50,49,48,45,44,2649600,2649600,2649600,2649600,17.04,13.45,0.22,0.00,69.28,1971144,1462272,39084
01-01 00:03:51,227882217464,51,54,49,50,45,44,2649600,2649600,2649600,2649600,13.32,18.34,0.22,0.00,68.12,1971144,1462448,39024
01-01 00:03:52,229018833557,51,56,48,48,45,44,2649600,2649600,2649600,2649600,17.49,16.85,0.43,0.00,65.23,1971144,1461984,38940
01-01 00:03:53,230152726994,51,56,48,49,45,44,2649600,2649600,2649600,2649600,15.07,15.53,0.00,0.00,69.41,1971144,1461832,39064
01-01 00:03:54,231288210327,49,49,56,51,46,44,2649600,2649600,2649600,2649600,19.31,15.18,0.00,0.00,65.51,1971144,1462312,38932
