Time,Timestamp(ns since boot),CPU0 Temp,CPU1 Temp,CPU2 Temp,CPU3 Temp,GPU Temp,PopMem Temp,CPU0 Freq,CPU1 Freq,CPU2 Freq,CPU3 Freq,CPU %user,CPU %system,CPU %irqs,CPU %steal,CPU %idle,MemTotal kB,MemFree kB,MemSnapcam kB
01-01 00:03:56,232420434025,49,49,49,57,45,44,2649600,2649600,2649600,2649600,18.86,12.73,0.00,0.00,68.41,1971144,1462088,38808
01-01 00:03:57,233553168712,50,48,50,56,46,44,2649600,2649600,2649600,2649600,18.10,13.57,0.00,0.00,68.33,1971144,1462480,38720
01-01 00:03:58,234693150013,49,49,51,57,45,44,2649600,2649600,2649600,2649600,16.96,14.96,0.22,0.00,67.86,1971144,1462140,38828
01-01 00:03:59,235827843138,55,50,48,49,46,44,2649600,2649600,2649600,2649600,15.88,16.52,1.07,0.00,66.52,1971144,1462288,38932
01-01 00:04:00,236959242773,50,48,56,49,46,44,2649600,2649600,2649600,2649600,18.08,13.39,0.00,0.00,68.53,1971144,1462292,39016
01-01 00:04:01,238093270168,49,48,57,51,46,44,2649600,2649600,2649600,2649600,16.70,13.96,0.00,0.00,69.34,1971144,1461908,39056
01-01 00:04:02,239223021678,51,56,48,49,46,45,2649600,2649600,2649600,2649600,18.18,14.72,0.22,0.00,66.88,1971144,1462544,39244
01-01 00:04:03,240368856834,55,50,49,49,46,45,2649600,2649600,2649600,2649600,20.00,9.32,0.00,0.00,70.68,1971144,1461948,39048
01-01 00:04:05,241509192667,52,57,51,50,46,45,2649600,2649600,2649600,2649600,18.49,13.01,0.00,0.00,68.49,1971144,1461640,39144
01-01 00:04:06,242644931208,52,57,48,49,46,45,2649600,2649600,2649600,2649600,16.52,14.93,0.23,0.00,68.33,1971144,1462056,38876
